,Unnamed: 0,key,prep,dobj,d.lemma,d.pos,d.animacy,d.number,d.r,d.t,d.pt,d.top,d.d,v.lemma,v.pos,v.aspect,v.mood,v.r,v.ca,v.aux,v_d,s.lemma,s.pos,s.animacy,s.number,s.r,s.t,s.pt,s.top,s.d,role
161,161,38298_1,False,True,они,SPRO,none,3p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,депопуляция,S,inan,sg,r:abstr,,,,,реципиент
162,162,38305_1,False,False,я,SPRO,none,1p,r:pers,,,,,быть,V,ipf,indic,t:be:exist,ca:noncaus,,d:root,год,S,inan,pl,r:abstr,t:time:period,,,,реципиент
163,163,38312_1,False,True,мы,SPRO,none,1p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,слой,S,inan,pl,r:concr,,pt:qtm,,,реципиент
164,164,38317_7,False,True,себя,SPRO,none,SPRO,r:ref,,,,,внушать,V,tran,indic,,,,d:pref,это,SPRO,none,sg,r:dem,,,,,реципиент
165,165,38349_4,False,True,она,SPRO,none,3p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
166,166,38353_3,False,True,компартия,S,inan,sg,r:concr,t:org,,,der:comp,препятствовать,V,ipf,indic,,,,der:s,он,SPRO,none,3p,r:pers,,,,,реципиент
167,167,40938_0,False,False,ребенок,S,m,norm,r:concr,t:hum,,,,внушать,V,act,norm,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
168,168,40955_3,False,True,он,SPRO,none,norm,r:pers,,,,,обеспечивать,V,act,pf,,,,d:impf,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
169,169,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
170,170,40964_0,False,True,я,SPRO,none,norm,r:pers,,,,,внушать,V,act,sg,,,,d:pref,имя,S,nom,norm,r:abstr,t:name,,,,реципиент
171,171,38304_4,False,False,он,SPRO,none,3p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
172,172,38311_1,False,False,они,SPRO,none,3p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
173,173,38313_3,False,False,себя,SPRO,none,SPRO,r:ref,,,,,внушать,V,ipf,praes,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
174,174,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
175,175,38331_0,False,False,он,SPRO,none,3p,r:pers,,,,,внушать,V,ipf,imper,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
176,176,38336_0,False,False,мы,SPRO,none,1p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
177,177,38346_5,False,True,чиновник,S,anim,pl,r:concr,t:hum,,,der:s,внушать,V,ipf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
178,178,38351_2,False,False,зверье,S,inan,sg,r:concr,,pt:aggr,,der:s,внушать,V,ipf,indic,,,,d:pref,агитбригада,S,inan,sg,r:concr,t:group,pt:set,,der:comp,реципиент
179,179,38354_0,False,False,читатель,S,anim,sg,r:concr,t:hum,,,d:nag,внушать,V,ipf,indic,,,,d:pref,Т,INIT,none,INIT,,,,,,реципиент
180,180,40941_0,False,False,подросток,S,m,norm,r:concr,t:hum,,,der:v,уровень,S,none,none,t:level,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
181,181,40943_3,False,False,человек,S,m,norm,r:concr,t:hum,,,,внушать,V,act,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
182,182,40944_1,False,False,депутат,S,m,norm,r:concr,t:hum,,,,внушать,V,act,pf,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
183,183,40953_1,False,False,ребенок,S,m,norm,r:concr,t:hum,,,,внушать,V,3p,praes,,,,d:pref,они,SPRO,none,norm,r:pers,,,,,реципиент
184,184,40966_4,False,True,я,SPRO,none,norm,r:pers,,,,,хотеться,V,act,sg,t:psych:volit,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
185,185,38295_0,False,True,я,SPRO,none,1p,r:pers,,,,,внушать,V,ipf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
186,186,38301_1,False,False,беспокойный,A,none,dat,r:qual,t:humq,,,der:s,внушать,V,ipf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
187,187,38345_1,False,True,он,SPRO,none,3p,r:pers,,,,,внушать,V,tran,indic,,,,d:pref,Харлампий,S,anim,sg,r:propn,t:persn,,,,реципиент
188,188,38445_2,False,False,я,SPRO,none,1p,r:pers,,,,,возвратить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
189,189,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
190,190,38458_0,False,False,он,SPRO,none,3p,r:pers,,,,,возвратить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
191,191,38459_0,False,True,войско,S,inan,sg,r:concr,t:group,pt:aggr:aggrpl,,der:v,возвратить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
192,192,38461_7,False,True,Достоевский,S,anim,sg,r:propn,t:famn,,,,возвратить,V,pf,indic,t:poss,ca:caus,,d:pref,человек,S,anim,pl,r:concr,t:hum,,,,реципиент
193,193,38464_0,False,False,я,SPRO,none,1p,r:pers,,,,,возвратить,V,pf,indic,t:poss,ca:caus,,d:pref,всё,SPRO,none,sg,r:spec,,,,,реципиент
194,194,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
195,195,38468_0,False,False,государство,S,inan,sg,r:concr,t:space,,,,возвратить,V,pf,pl,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
196,196,38469_2,False,False,государство,S,inan,sg,r:concr,t:space,,,,возвратить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
197,197,38470_3,False,False,хозяин,S,anim,pl,r:concr,t:hum,,,,возвратить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
198,198,38472_3,False,True,проситель,S,anim,pl,r:concr,t:hum,,,d:nag,возвратить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
199,199,38474_0,False,False,вы,SPRO,none,2p,r:pers,,,,,возвратить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
200,200,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
201,201,44707_23,False,True,он,SPRO,none,norm,r:pers,,,,,вернуть,V,act,praet,t:poss,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
202,202,44711_7,False,True,я,SPRO,none,norm,r:pers,,,,,возвращать,V,act,praet,t:poss,,,d:pref,они,SPRO,none,norm,r:pers,,,,,реципиент
203,203,44717_2,False,True,наследник,S,m,norm,r:concr,t:hum,,,d:nag,возвращать,V,act,norm,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
204,204,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
205,205,44720_2,False,False,друг,S,m,norm,r:concr,t:hum,,,,друг,S,none,none,t:hum,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
206,206,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
207,207,44736_1,False,False,коллектив,S,m,norm,r:concr,t:group,pt:set,,,день,S,none,none,t:time,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
208,208,44739_1,False,False,они,SPRO,none,norm,r:pers,,,,,возвращать,V,brev,sg,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
209,209,44751_0,False,True,наставник,S,m,norm,r:concr,t:hum,,,d:nag,возвращать,V,3p,sg,t:poss,,,d:pref,претендент,S,nom,norm,r:concr,t:hum,,,,реципиент
210,210,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
211,211,44757_2,False,True,мотоциклист,S,m,norm,r:concr,t:hum,,,der:s,возвращать,V,act,sg,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
212,212,44758_3,False,False,дитрих,S,norm,persn,r:propn,t:famn,,,,пистолет,S,none,none,t:tool:weapon,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
213,213,44762_9,False,True,я,SPRO,none,norm,r:pers,,,,,возвращать,V,act,sg,t:poss,,,d:pref,страна,S,nom,norm,r:concr,t:space,,,,реципиент
214,214,44774_8,False,True,вы,SPRO,none,norm,r:pers,,,,,возвращать,V,1p,sg,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
215,215,44782_10,False,True,он,SPRO,none,norm,r:pers,,,,,возвращать,V,act,sg,t:poss,,,d:pref,который,APRO,none,norm,r:rel,t:ord,,,,реципиент
216,216,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
217,217,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
218,218,44804_0,False,False,ты,SPRO,none,norm,r:pers,,,,,никто,SPRO,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
219,219,38446_2,False,False,он,SPRO,none,3p,r:pers,,,,,советовать,V,ipf,indic,t:speech,ca:noncaus,,der:s,Крепостан,S,anim,sg,,,,,,реципиент
220,220,38485_3,False,True,она,SPRO,none,3p,r:pers,,,,,возвратить,V,pf,indic,t:poss,ca:caus,,d:pref,воздух,S,inan,sg,r:concr,t:stuff,,,,экспериенцер
221,221,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
222,222,44770_1,False,True,он,SPRO,none,norm,r:pers,,,,,возвращать,V,acc,sg,t:poss,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
223,223,44799_1,False,True,он,SPRO,none,norm,r:pers,,,,,возвращать,V,3p,sg,t:poss,,,d:pref,преемственность,S,nom,norm,r:abstr,,,,der:a,экспериенцер
224,224,38476_3,False,False,она,SPRO,none,3p,r:pers,,,,,возвратить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
225,225,44767_9,False,False,человек,S,m,norm,r:concr,t:hum,,,,двинуть,V,act,sg,t:move,ca:caus,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
226,226,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
227,227,38696_1,False,True,мост,S,inan,sg,r:concr,t:constr,,top:horiz,,возить,V,ipf,act,t:move,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
228,228,38710_1,False,True,юг,S,inan,sg,r:abstr,t:dir,,,,подопечный,S,none,none,t:hum,,,der:subst,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
229,229,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
230,230,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
231,231,38694_1,False,True,деревня,S,inan,sg,r:concr,t:space,,,,возить,V,ipf,indic,t:move,ca:caus,,d:root,этот,APRO,none,acc,r:dem,,,,,направление
232,232,38708_4,False,False,земля,S,inan,sg,r:concr,t:space,,top:spher,,конструкция,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
233,233,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
234,234,43104_0,False,True,улица,S,inan,norm,r:concr,t:space,pt:part,,,пассажир,S,none,none,t:hum,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
235,235,39613_0,False,False,я,SPRO,none,1p,r:pers,,,,,врать,V,ipf,indic,t:speech,ca:noncaus,,d:root,ты,SPRO,none,2p,r:pers,,,,,реципиент
236,236,39733_1,False,False,здоровье,S,inan,sg,r:abstr,t:physiol,,,,курить,V,ipf,act,t:physiol,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
237,237,39736_0,False,True,актер,S,anim,sg,r:concr,t:prof,,,,вредить,V,ipf,indic,,,,d:root,соразмерять,V,none,inf,,,,,d:pref,бенефициант
238,238,39740_0,False,True,мужчина,S,anim,sg,r:concr,t:hum,,,der:s,вредить,V,ipf,indic,,,,d:root,курение,S,inan,sg,r:abstr,,,,der:s0,бенефициант
239,239,41252_5,False,True,здоровье,S,n,norm,r:abstr,t:physiol,,,,вредить,V,3p,sg,,,,d:root,курение,S,nom,norm,r:abstr,,,,der:s0,бенефициант
240,240,41272_5,False,True,здоровье,S,n,norm,r:abstr,t:physiol,,,,вредить,V,3p,sg,,,,d:root,который,APRO,none,norm,r:rel,t:ord,,,,бенефициант
241,241,41277_1,False,True,здоровье,S,n,norm,r:abstr,t:physiol,,,,вредить,V,act,norm,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
242,242,41281_0,False,True,здоровье,S,n,norm,r:abstr,t:physiol,,,,вредить,V,3p,sg,,,,d:root,работа,S,nom,norm,r:abstr,,,,der:v,бенефициант
243,243,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
244,244,41300_0,False,True,здоровье,S,n,norm,r:abstr,t:physiol,,,,вредить,V,3p,sg,,,,d:root,что,CONJ,none,CONJ,,,,,,бенефициант
245,245,39713_4,False,False,чужак,S,anim,pl,r:concr,t:hum,,,der:a,легко,PRAEDIC,none,none,,,,der:a,вредить,V,none,act,,,,,d:root,бенефициант
246,246,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
247,247,39717_14,False,False,я,SPRO,none,1p,r:pers,,,,,вредить,V,ipf,inf,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
248,248,39719_9,False,False,себя,SPRO,none,SPRO,r:ref,,,,,вредить,V,intr,indic,,,,d:root,он,SPRO,none,3p,r:pers,,,,,бенефициант
249,249,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
250,250,39722_2,False,False,комбайн,S,inan,sg,r:concr,top:contain,,top:contain,,вредить,V,ipf,praes,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
251,251,39724_1,False,False,я,SPRO,none,1p,r:pers,,,,,вредить,V,ipf,indic,,,,d:root,деятельность,S,inan,sg,r:abstr,,,,der:v,бенефициант
252,252,39725_10,False,False,сын,S,anim,sg,r:concr,t:hum:kin,,,,вредить,V,ipf,indic,,,,d:root,вы,SPRO,none,2p,r:pers,,,,,бенефициант
253,253,39726_0,False,False,мы,SPRO,none,1p,r:pers,,,,,вредить,V,ipf,inf,,,,d:root,развитие,S,inan,sg,r:abstr,,,,der:s0,бенефициант
254,254,39727_2,False,False,праздник,S,inan,sg,r:abstr,t:action,,,,вредить,V,ipf,indic,,,,d:root,буря,S,inan,sg,r:abstr,t:weather,,,,бенефициант
255,255,39728_1,False,False,себя,SPRO,none,SPRO,r:ref,,,,,вредить,V,ipf,indic,,,,d:root,масон,S,anim,pl,r:concr,t:hum,,,,бенефициант
256,256,39729_1,False,True,боеспособность,S,inan,sg,r:abstr,,,,der:a,вредить,V,ipf,indic,,,,d:root,что,SPRO,none,sg,r:rel,,,,,бенефициант
257,257,39730_2,False,False,впечатление,S,inan,sg,r:abstr,t:perc,,,,вредить,V,ipf,indic,,,,d:root,это,SPRO,none,sg,r:dem,,,,,бенефициант
258,258,39731_1,False,True,я,SPRO,none,1p,r:pers,,,,,вредить,V,intr,indic,,,,d:root,интеллигентность,S,inan,sg,r:abstr,t:humq,,,der:a,бенефициант
259,259,39732_1,False,True,интерес,S,inan,pl,r:abstr,t:ment,,,,вредить,V,ipf,indic,,,,d:root,насилие,S,inan,sg,r:abstr,t:impact,,,,бенефициант
260,260,39734_4,False,True,он,SPRO,none,3p,r:pers,,,,,никакой,APRO,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
261,261,39735_2,False,True,душа,S,inan,sg,r:concr,,,,,вредить,V,ipf,indic,,,,d:root,оно,SPRO,none,3p,r:pers,,,,,бенефициант
262,262,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
263,263,39738_0,False,True,человек,S,anim,sg,r:concr,t:hum,,,,вредить,V,ipf,indic,,,,d:root,знание,S,inan,sg,r:abstr,t:ment,,,der:s0,бенефициант
264,264,39739_1,False,False,человек,S,anim,pl,r:concr,t:hum,,,,вредить,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
265,265,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
266,266,39742_5,False,False,остроумие,S,inan,sg,r:abstr,t:humq,,,,вредить,V,ipf,indic,,,,d:root,мимика,S,inan,sg,r:abstr,t:manif:emot,,,,бенефициант
267,267,39743_0,False,True,ребенок,S,anim,sg,r:concr,t:hum,,,,вредить,V,ipf,inf,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
